key,56,57,58,59,60,61,62,63
193,你采集来接雨草花蜜了吗？,,,,哇，谢谢你。<hex:02100103>没想到你能采来这么多。<hex:02100103>真是个可靠的冒险者啊，遇上你真好。,,这样，没关系的。<hex:02100103>量也已经足够了。,
194,你是冒险者吗……<hex:02100103>你看看，道路上到处都是魔物……,出去时明明不是这样啊。<hex:02100103>这样我什么时候才能回去……<hex:02100103>我才刚结婚，今天还想早点回去呢……,我说，如果你也顺路的话，<hex:02100103>顺便把这些魔物清理了吧？,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,噢，谢谢。<hex:02100103>这样就能早点见到妻子了。,,什、什么……<hex:02100103>你这是嫉妒我刚结婚吗？,
195,帮我消灭道路上的魔物吧！<hex:02100103>我都没办法回家了！,,,,,,,
196,不好了 不好了！<hex:02100103>矿山里 挖出来的石像 竟然动了！<hex:02100103>而且还 大闹了一番！,太可怕了 现在都 不敢进矿山了！<hex:02100103>石像要是 离开矿山的话 就更不得了了。<hex:02100103>谁能 帮忙去 破坏掉石像啊！,,,,,,
197,要是帝国兵和精炼妖精打了起来，<hex:02100103>战况就会愈演愈烈……<hex:02100103>听好了，现在优先攻击帝国兵！,,,,,,,
198,你是前来支援的冒险者吧？<hex:02100103>谢谢你，说实话……<hex:02100103>和下级巨人族战斗，让我感到不安。,,,,,,,
199,没想到那些家伙居然有夺取物资的智慧……,,,,,,,
200,啊，好累啊。<hex:02100103>赶快收拾一下，去休息吧。,,,,,,,
201,早点把货物搬进去比较好。<hex:02100103>那些家伙可能还会来。,,,,,,,
202,哇啊！我还以为已经安全了……<hex:02100103>竟然追到了这里！,,,,,,,
203,可恶！烦人的下级巨人族！<hex:02100103>可是……现在我们这身装备，什么都干不了啊。,,,,,,,
204,队长！感觉变冷了，<hex:02100103>今天就算了，先回去吧？,,,,,,,
205,拜托你了，冒险者！<hex:02100103>现在只能靠你了！,,,,,,,
206,喂，就看你的了。<hex:02100103>没有你在的话，我们可就麻烦了。,,,,,,,
207,这种时候的冒险者还真可靠啊。<hex:02100103>加油，干掉那些家伙！,,,,,,,
208,先休息下吧。<hex:02100103>等后面的人跟上来后，再出发吧。,,,,,,,
209,真是的，什么情况啊，<hex:02100103>按道理应该追上来了啊。<hex:02100103>难道碰上什么意外了？,,,,,,,
210,救、救救我！<hex:02100103>我、我不想死啊！,,,,,,,
211,啊！为什么，为什么会这样！<hex:02100103>谁来救救我啊！,,,,,,,
212,啊！真让人着急！<hex:02100103>那种货色三两下就能解决了啊！,,,,,,,
213,……这样下去会两败俱伤，<hex:02100103>我被抓的事情应该就不会败露了吧……,,,,,,,
214,冒险者，您要加入到我们既欢庆热闹又诡异非凡的游行中吗？,游行开始之后，“妖异的奇术师”会改变您的形象……<hex:02100103>接下来就是以变身后的形象去对观光的市民们施加幸运的魔咒，<hex:02100103>呼呼……,您意下如何，愿意加入到游行的队伍中，给人们带去幸福和欢乐吗？,要参加游行吗？,,,哦？真是遗憾……<hex:02100103>如果您改变了想法，请务必再来找我……<hex:02100103>呼呼……,
215,セリフ1,セリフ2,セリフを話しますか？,,はい,,いいえ,
216,,,,,,,,
217,,,,,,,,
218,,,,,,,,
219,,,,,,,,
220,,,,,,,,
221,莫古在被古恐龙追库啵，<hex:02100103>莫古只是稍微挑衅了一下它库啵，<hex:02100103>结果它就气得满脸通红了库啵！,它们的鼻子特别好使，估计也快追到这里了库啵，<hex:02100103>莫古看你挺闲的，要不要来帮莫古赶走古恐龙库啵？,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,啧……真是不中用的冒险者啊库啵！<hex:02100103>这里很危险，你还是快逃跑吧库啵！,
222,冒险者你来得正是时候库啵。<hex:02100103>同伴们都很困惑库啵，都是因为那家伙不顾周围自私任性库啵。<hex:02100103>莫古希望你能教训一下他库啵！,要教训吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,,啊，是这样啊库啵……<hex:02100103>不过不过，如果你改变想法想要帮莫古了的话，<hex:02100103>就随时回来找莫古吧库啵！,
223,嘻嘻……有好多宝物呀库啵！<hex:02100103>不过不过，莫古还想要更多库啵！<hex:02100103>请再去收集一些吧库啵！,,,,,,,
224,收集了好多宝物呢库啵！<hex:02100103>莫古还想要更多库啵！,,,,嘻嘻……谢谢你库啵！<hex:02100103>莫古还想要更多库啵！,,宝物有好多好多了库啵。<hex:02100103>莫古都快拿不动了库啵！,
225,这里有很多宝物库啵！<hex:02100103>莫古希望你能帮莫古找来圆形闪闪发亮的东西库啵，<hex:02100103>要好多好多库啵！,,,,,,,
226,嘻嘻……这里有很多宝物库啵！<hex:02100103>莫古希望你能帮忙收集一下圆形闪闪发亮的东西库啵！,莫古最喜欢闪闪发亮的东西了库啵！<hex:02100103>收集宝物好浪漫库啵，<hex:02100103>希望你能帮帮莫古库啵！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,谢谢你库啵！<hex:02100103>那就请你收集好宝物后给莫古拿来吧库啵！,,库啵……你不愿意帮莫古吗库啵？,
227,收集到宝物了吗库啵？,,,,谢谢你库啵！<hex:02100103>莫古还想要更多库啵！,,如果你能拿来更多的话，<hex:02100103>莫古就给你份礼物库啵！,
228,那边的冒险者，等下！<hex:02100103>请你听一下我的请求呱！,我受玛托雅大人委托出去办事，<hex:02100103>现在正准备回去呱。,可是，最近魔物变多了，<hex:02100103>我一个人回去很不安啊呱！<hex:02100103>求求你陪我走到洞穴好吗呱？,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,……你不愿意帮我吗呱？<hex:02100103>真是冷血呱！,
229,呼哧……呼哧……<hex:02100103>青蓝之手 在开发 新兵器！<hex:02100103>将收集的证据 拿给同伴看！,,,,,,,
230,呼哧……呼哧……<hex:02100103>那边的人 请听我说！,科学家组织青蓝之手 正在开发新兵器！<hex:02100103>大概 绝对 不会错！<hex:02100103>但是 证据不足！,呼哧……呼哧……<hex:02100103>所以我想 请你帮忙 收集证据！<hex:02100103>同伴们 都被干掉了！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,呼哧……呼哧……<hex:02100103>谢谢你 拜托你了！,,呼哧……呼哧……<hex:02100103>我知道了 真可惜！<hex:02100103>那么现在 怎么办才好！,
231,呼哧……呼哧……<hex:02100103>我还需要 更多有关 新兵器的证据！,,,,,,,
232,呼哧……呼哧……<hex:02100103>找到有关 新兵器的证据了吗？,,,,呼哧……呼哧……<hex:02100103>原来如此 可疑的部件！<hex:02100103>再找找看 有没有其他的！,,呼哧……呼哧……<hex:02100103>请拿来 可疑的部件 给我看！,
233,呼哧……呼哧……<hex:02100103>找到有关 新兵器的证据了吗？,,,,呼哧……呼哧……<hex:02100103>我需要 更多证据！<hex:02100103>请再收集点 其他证据！,,呼哧……呼哧……<hex:02100103>请多收集些证据！,
234,终于达成了夙愿，完成了征龙像的巡礼！,只是，这样下去可不行……<hex:02100103>这附近有很多魔物在向这里靠近，<hex:02100103>它们一定会污染这圣像。,冒险者，怎么样？<hex:02100103>与我一起战斗消灭魔物吧！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,你不愿意帮忙？<hex:02100103>哼……你这种无礼之人，早晚会遭受神罚！,
235,这个男人正在寻求对手。<hex:02100103>虽然我也进行挑战了，可是实力却相差甚远。<hex:02100103>真是输得颜面无存。,他被人称作尖锐枪阿莱姆贝。<hex:02100103>是一名前途无量的年轻龙骑士，<hex:02100103>隶属伊修加德的精英龙骑士团。,他是我至今为止见过最强的男人，<hex:02100103>你不想挑战一下试试吗？,要挑战吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,也是，不挑战才是明智选择，<hex:02100103>我就是非要挑战，才认清了自己过弱的事实。,
236,呼哧……呼哧……<hex:02100103>收集到不少 研究资料了！<hex:02100103>这下研究  能有进展了！,,,,,,,
237,呼哧……呼哧……<hex:02100103>谢谢你能 帮忙收集 研究资料！,我还需要 更多更多 研究资料！<hex:02100103>缺少的资料 还差很多！,,,呼哧……呼哧……<hex:02100103>这个是 新的资料？<hex:02100103>真是帮了 我们大忙！,,呼哧……呼哧……<hex:02100103>找不到 研究资料？,
238,呼哧……呼哧……<hex:02100103>请拿来 掉落在附近的 资料！,,,,,,,
239,呼哧……呼哧……<hex:02100103>这里有很多 研究资料！<hex:02100103>是建造 图书馆的人 留下的！,我在这附近 找到了一部分 资料！<hex:02100103>可是却被 青蓝之手袭击 资料都弄掉了！,呼哧……呼哧……<hex:02100103>如果捡到资料 请拿来给我！<hex:02100103>没准也有魔物 拿着资料！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,呼哧……呼哧……<hex:02100103>帮大忙了 这下调查 能有进展了！,,呼哧……呼哧……<hex:02100103>这可怎么办 才好……,
240,呼哧……呼哧……<hex:02100103>建造 图书馆的人 做了许多 贵重实验！<hex:02100103>所以这里 有许多 贵重资料！,,,,呼哧……呼哧……<hex:02100103>谢谢你 帮忙找来 贵重资料！<hex:02100103>应该还有 更多才对！,,呼哧……呼哧……<hex:02100103>研究资料 还有更多 才对！<hex:02100103>请再收集些！,
241,你听我说！<hex:02100103>这男的根本不配待在荣光永存的圣菲奈联队。<hex:02100103>他经常夺取同伴的功劳！,无论如何都要教训他一顿不可……<hex:02100103>可问题是，这家伙实力还称得上不错……<hex:02100103>所以能不能请你帮帮忙？,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,这样啊……<hex:02100103>不认识的人请你帮忙，确实有些唐突。<hex:02100103>真是抱歉，请你忘记这事吧。,
242,就没有能让我热血沸腾的人吗？,,,,,,,
243,你好啊库啵。<hex:02100103>莫非你正要前往天极白垩宫库啵？,莫古也正要前往天极白垩宫呢库啵。<hex:02100103>其实，莫古特别喜欢打扫，<hex:02100103>经常会去那里打扫呢库啵！,平时陪我一起去的朋友今天碰巧有事不在库啵，<hex:02100103>所以莫古有些不安，能不能陪莫古一起去呢库啵？,要协助护送吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,真可惜，不过也没办法库啵。<hex:02100103>库啵啵……好可怕啊库啵……,
244,那、那个……<hex:02100103>你认识维德弗尼尔大人吧？<hex:02100103>我有事想请你帮忙！,我们被邪龙眷属袭击了……<hex:02100103>然后叔叔为了让我逃走，独自一人留在了那里战斗，<hex:02100103>虽然我顺利逃到了这里，可是还是很担心叔叔……,所以，拜托你了！<hex:02100103>请帮帮我叔叔加拉尔！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,怎么会这样……<hex:02100103>这可怎么办才好。,
245,冒险者，你来得正是时候，<hex:02100103>刚才的咆哮声，你也听到了对吧，<hex:02100103>那是龙族准备袭击了的信号。,邪龙的眷属们在附近聚集着，<hex:02100103>我已经能感受到龙族的气息了，而且数量还很多！,不过不用害怕，有我在呢！<hex:02100103>那些家伙不纠朋结党的话，什么事都做不了！<hex:02100103>怎么样？要不要与我一起战斗？,要一起战斗吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,这样啊，那就快离开这里吧！<hex:02100103>如果被卷入战斗的话，就不是闹着玩的了。,
246,库啵啵……莫古的朋友不见了库啵。<hex:02100103>不过，莫古好像能从那家伙的肚子里听到库啵库啵的声音，<hex:02100103>到底是怎么回事呢库啵？,,,,,,,
247,请听听我的请求。<hex:02100103>我经常被栖息在这里的虫子追，很是困扰。<hex:02100103>能否帮我击退它们呢？,我也不知道为什么，虫子都喜欢追我，<hex:02100103>如果被它们靠近了的话就晚了，<hex:02100103>能否请你找出它们呢？,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,如果你想帮忙了就再来找我，拜托了！,
248,衮杜族正在追我。<hex:02100103>请帮我击退他们吧。,,,,,,,
249,那边的、那边的旅人！<hex:02100103>能否请你从那边的水元精身上收集泉水核心呢？,其实、其实我们家乡的干净水不多了，<hex:02100103>泉水核心是水之源泉，<hex:02100103>融化掉后能产生比雨水还清澈的水。,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,对了、对了，打倒水元精就会有泉水核心掉落，<hex:02100103>或者你可以捡地上现成的！,,对不起、对不起，<hex:02100103>我差点把与我们无关的人牵扯进来……,
250,怎么样、怎么样？<hex:02100103>收集到泉水核心了吗？,,,,很好、很好。<hex:02100103>我还要、我还要更多！,,是吗、是吗。<hex:02100103>真是可惜，不过也没办法。,
251,我在、我在收集泉水核心，<hex:02100103>如果你有的话，请让给我好吗？,,,,,,,
252,收集、收集了不少泉水核心了，<hex:02100103>不过，如果还有更多的话，也请让给我。,,,,,,,
253,很好、很好！<hex:02100103>泉水核心虽然已经收集够了，<hex:02100103>不过有更多的话，我会更安心。,,,,谢谢、谢谢你。<hex:02100103>如及时雨般的热心人，谢谢你！,,这样、这样啊，没关系。<hex:02100103>已经收集到，足够的量了。,
254,求求、求求你帮帮我。<hex:02100103>如暴风雪般蛮横无理的温杜族正在追我。,那是、那是不知道什么时候的事了。<hex:02100103>我被他们抓了起来，待遇犹如奴隶一般，<hex:02100103>经过千辛万苦，我终于逃了出来。,可是、可是脚却受了伤，<hex:02100103>不能正常行走，<hex:02100103>能否请你护卫我到家乡呢？,要协助护送吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,真是、真是冷血的人！,
255,咔咔……咔……这里是检查系统，<hex:02100103>探测器发现了工作机器的异常动作，<hex:02100103>现在需要强制停止这些机器。,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,,咔咔……咔……,
256,请问你有没有见过和我一样的年轻龙族？<hex:02100103>我在找我的朋友，它自从出去后就没再回来。,我一直在担心它是不是被邪龙眷属袭击了，<hex:02100103>拜托了，请帮忙找到我朋友！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,突然跟你说这些事真是对不起，<hex:02100103>我还是老老实实在这里等我朋友回来吧。,
257,我们被一种叫风筝猫的魔物再三袭击，<hex:02100103>好像是因为我们的粮食中有着它们非常喜欢的东西，<hex:02100103>能不能请你帮忙一起保护好我们的粮食？,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,,真是抱歉，提出这么过分的请求，<hex:02100103>因为这里是补给困难的边境基地，<hex:02100103>所以有没有粮食直接关系到生死。,
258,我需要野生陆行鸟的羽毛，<hex:02100103>用那种羽毛做箭羽再合适不过了，<hex:02100103>这附近地上有掉落的羽毛，请帮我收集些来吧。,掉落的羽毛经常会黏在魔物身上，<hex:02100103>如果你对自己的实力有自信的话，<hex:02100103>可以打倒魔物后拾取它们身上的羽毛。,,,,,,
259,在这附近，有魔物袭击了陆行鸟，<hex:02100103>所以地上掉落了许多刚刚脱落下来的野生陆行鸟的羽毛。,拜托了，能不能帮我收集一下野生陆行鸟的羽毛？<hex:02100103>我们想用这种羽毛制作弓箭的箭羽，<hex:02100103>然后再用这种箭猎捕陆行鸟……,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,这样啊，真是遗憾。<hex:02100103>哎，羽毛的量就是不够啊！,
260,你拿来野生陆行鸟的羽毛了吗？,,,,谢谢你，帮大忙了！<hex:02100103>请再多收集一些吧！,,这样啊，真是遗憾。<hex:02100103>哎，我还需要很多陆行鸟的羽毛！,
261,多亏了你，让我收集到了足够的野生陆行鸟的羽毛。<hex:02100103>不过，这东西再多也不嫌多……<hex:02100103>如果你还愿意帮我收集的话，我会很乐意地收下！,,,,,,,
262,你拿来了很多野生陆行鸟的羽毛啊。<hex:02100103>真是怎么谢你都不够呢！,,,,真是帮了大忙了！<hex:02100103>因为我们猎人是靠弓箭吃饭的嘛，<hex:02100103>所以有多少都不嫌多！,,已经收集干净了吧……,
263,哎，真是讨厌。<hex:02100103>难得的休假就这么被糟蹋了。<hex:02100103>我还说好好休息一下呢！,,,,,,,
264,嗯？啊，事情是这样的，<hex:02100103>其实这里已经把他列入了禁止入内的名单里，<hex:02100103>所以我不能让他进去。,辉鳞人在入浴的时候总会跳一些特别猥琐的舞蹈，<hex:02100103>这让其他客人非常困扰，<hex:02100103>我说让他离开吧，可他又不肯走，真是伤脑筋……,实在不行的话，只能强行把他赶走了。<hex:02100103>可以的话，能请你帮忙把他赶走吗？,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,这样啊……那就没办法了，只好我自己来了……<hex:02100103>没记错的话辉鳞人还挺强的，我能顺利赶走他吗……,
265,那边的海盗们想要放自制的烟花！<hex:02100103>我跟他们说这非常危险，可是他们却不听话硬要放！<hex:02100103>只能用武力阻止他们了！,如果你对自己的实力有自信的话，<hex:02100103>能否请你帮忙阻止这群海盗？<hex:02100103>其实……我对自己的实力很没自信……,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,这样啊……好吧。<hex:02100103>抱歉，让你为难了，我再找找别人好了。,
266,我希望你能在这沙滩附近回收“海盗的私酿酒”。,无论是抢他们手里的，还是回收放在空地的都随你，<hex:02100103>只要能尽可能多地回收私酿酒就可以了。,,,,,,
267,真是的，这群海盗本来就很让人困扰了，<hex:02100103>没想到他们还带着大量的私酿酒不请自来！<hex:02100103>看样子是想借这个场地大摆酒席。,不能让他们继续破坏活动会场了！<hex:02100103>我希望你能帮忙回收在沙滩上的“海盗的私酿酒”。<hex:02100103>或者直接打倒海盗，从他们手里抢也行！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,抱歉，打扰你享受节日了，<hex:02100103>如果你想帮忙了的话，就再来找我吧。,
268,回收到“海盗的私酿酒”了吗？,,,,非常感谢！<hex:02100103>看样子还有很多，请继续回收！,,已经没有了吗？<hex:02100103>如果看到还有的话，请继续回收。,
269,多亏了你，私酿酒的数量已经少了很多。<hex:02100103>不过，为了沙滩的环境着想，<hex:02100103>还希望你能继续帮忙回收。,,,,,,,
270,又帮忙回收到了私酿酒吗？,,,,真是非常感谢！<hex:02100103>相信海盗们也能安分一段时间了！,,已经回收干净了吗？<hex:02100103>如果看到漏网之鱼的话，还请拿来给我。,
271,那些家伙从刚才开始就缠着我不放！<hex:02100103>能帮帮我吗？,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,,啊——！真是的！能不能不要烦我了！,
272,虽说借到了怪力的独眼巨人制作降神糕是好事……<hex:02100103>可是这也太危险了，根本没法靠近……,能否请你想办法靠近降神节的臼，<hex:02100103>然后将刚做好的降神糕回收回来？<hex:02100103>回收回来的降神糕交给次郎丸就可以了。,,,,,,
273,虽说借到了怪力的独眼巨人制作降神糕是好事……<hex:02100103>可是这也太危险了，根本没法靠近……,能否请你想办法靠近降神节的臼，<hex:02100103>然后将刚做好的降神糕回收回来？<hex:02100103>回收回来的降神糕交给次郎丸就可以了。,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,这、这样啊……这也没办法，<hex:02100103>谁叫兴奋起来的独眼巨人看起来那么可怕呢……<hex:02100103>相信是个人看了都会害怕……,
274,叽叽？！,,,,叽叽叽！,,……叽叽。,
275,看来已经回收了不少降神糕了啊！<hex:02100103>不过，招待他人用的降神糕有多少都不嫌多。<hex:02100103>还请你多多回收吧！,,,,,,,
276,叽叽叽叽！,,,,叽叽叽叽叽！,,叽叽！叽叽叽叽！,
277,叽叽！,,,,,,,
278,叽叽叽！,,,,,,,
279,采旦、采旦、大采旦……<hex:02100103>收集、采旦、大采旦！,,,,,,,
280,采旦、采旦、大采旦……<hex:02100103>给我、采旦、大采旦！,,,,蟹蟹、蟹蟹、大采旦……<hex:02100103>但是、还要、更多、采旦！,,唔咕……,
281,好多、采旦……<hex:02100103>采旦、采旦、大采旦！,,,,,,,
282,,,,,,,,
283,,,,,,,,
284,,,,,,,,
285,,,,,,,,
286,,,,,,,,
287,虽然成功让怪力独眼巨人开始捣年糕了……<hex:02100103>但是总是有“鸡”飞过来妨碍俺们回收年糕！,能否请你想办法靠近降神节的臼，<hex:02100103>然后将刚做好的降神糕回收回来？<hex:02100103>回收回来的降神糕交给次郎丸就可以了。,,,,,,
288,虽然成功让怪力独眼巨人开始捣年糕了……<hex:02100103>但是总是有“鸡”飞过来妨碍俺们回收年糕！,能否请你想办法靠近降神节的臼，<hex:02100103>然后将刚做好的降神糕回收回来？<hex:02100103>回收回来的降神糕交给次郎丸就可以了。,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,这、这样啊……这也没办法，<hex:02100103>谁叫这一大群鸡看起来那么可怕呢……<hex:02100103>人之常情，俺能理解……,
289,叽叽？！,,,,叽叽！,,叽叽……,
290,看来已经回收了不少降神糕了啊！<hex:02100103>不过，招待他人用的降神糕有多少都不嫌多。<hex:02100103>还请你多多回收吧！,,,,,,,
291,叽叽叽叽！,,,,叽叽叽！,,叽叽！叽叽！,
292,叽叽！,,,,,,,
293,叽叽！,,,,,,,
294,虽然成功让怪力独眼巨人开始捣年糕了……<hex:02100103>但自称狂犬家族的海盗带着军犬跑来妨碍俺们回收年糕！,能否请你想办法靠近降神节的臼，<hex:02100103>然后将刚做好的降神糕回收回来？<hex:02100103>回收回来的降神糕交给太郎就可以了。,,,,,,
295,虽然成功让怪力独眼巨人开始捣年糕了……<hex:02100103>但自称狂犬家族的海盗带着军犬跑来妨碍俺们回收年糕！,能否请你想办法靠近降神节的臼，<hex:02100103>然后将刚做好的降神糕回收回来？<hex:02100103>回收回来的降神糕交给太郎就可以了。,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,这、这样啊……这也没办法，<hex:02100103>谁叫那一大群军犬看起来那么可怕呢……<hex:02100103>人之常情，俺能理解……,
296,呜，汪……,,,,汪！汪！,,呜——,
297,看来已经回收了不少降神糕了啊！<hex:02100103>不过，招待客人用的降神糕有多少都不嫌多。<hex:02100103>还请你多多回收吧！,,,,,,,
298,汪汪汪！,,,,汪！呜汪！,,呜——呜！汪汪！,
299,嗅嗅……,,,,,,,
300,嗷！汪！,,,,,,,
301,我是侍奉于艾因哈特家的工兵。<hex:02100103>你能帮我们收集放属性火之碎晶吗？,要帮忙吗？,,,,,这样啊……<hex:02100103>想必你也忙于自己冒险计划吧。<hex:02100103>如果你改变主意了，再来找我。,
302,要想获得放属性火之碎晶<hex:02100103>可以采集凝固于地表的碎晶或打倒火元精。,,,,,,,
303,你收集到放属性火之碎晶了吗？<hex:02100103>请交给我。,,,,我代表艾因哈特家感谢你的帮助！,,我们需要很多这种资源，<hex:02100103>如果你收集到了还请再来交给我！,
304,放属性火之碎晶正如其名，<hex:02100103>可以不断放出属性之力，<hex:02100103>是云冠群岛的重要资源。,,,,,,,
305,如果你还有放属性火之碎晶，<hex:02100103>请交给我。,,,,再次感谢你的帮助！,,我们需要很多这种资源，<hex:02100103>如果你收集到了还请再来交给我！,
306,我是侍奉于艾因哈特家的工兵。<hex:02100103>你能帮我们收集放属性雷之碎晶吗？,要帮忙吗？,,,,,这样啊……<hex:02100103>想必你也忙于自己冒险计划吧。<hex:02100103>如果你改变主意了，再来找我。,
307,要想获得放属性雷之碎晶<hex:02100103>可以采集凝固于地表的碎晶或打倒雷元精。,,,,,,,
308,你收集到放属性雷之碎晶了吗？<hex:02100103>请交给我。,,,,我代表艾因哈特家感谢你的帮助！,,我们需要很多这种资源，<hex:02100103>如果你收集到了还请再来交给我！,
309,放属性雷之碎晶正如其名，<hex:02100103>可以不断放出属性之力。<hex:02100103>是云冠群岛的重要资源。,,,,,,,
310,如果你还有放属性雷之碎晶，<hex:02100103>请交给我。,,,,再次感谢你的帮助！,,我们需要很多这种资源，<hex:02100103>如果你收集到了还请再来交给我！,
311,我是侍奉于艾因哈特家的工兵。<hex:02100103>你能帮我们收集放属性土之碎晶吗？,要帮忙吗？,,,,,这样啊……<hex:02100103>想必你也忙于自己冒险计划吧。<hex:02100103>如果你改变主意了，再来找我。,
312,要想获得放属性土之碎晶<hex:02100103>可以采集凝固于地表的碎晶或打倒土元精。,,,,,,,
313,你收集到放属性土之碎晶了吗？<hex:02100103>请交给我。,,,,我代表艾因哈特家感谢你的帮助！,,我们需要很多这种资源，<hex:02100103>如果你收集到了还请再来交给我！,
314,放属性土之碎晶正如其名，<hex:02100103>可以不断放出属性之力，<hex:02100103>是云冠群岛的重要资源。,,,,,,,
315,如果你还有放属性土之碎晶，<hex:02100103>请交给我。,,,,再次感谢你的帮助！,,我们需要很多这种资源，<hex:02100103>如果你收集到了还请再来交给我！,
316,我是侍奉于艾因哈特家的工兵。<hex:02100103>你能帮我们收集放属性冰之碎晶吗？,要帮忙吗?,,,,,这样啊……<hex:02100103>想必你也忙于自己冒险计划吧。<hex:02100103>如果你改变主意了，再来找我。,
317,要想获得放属性冰之碎晶<hex:02100103>可以采集凝固于地表的碎晶或打倒冰元精。,,,,,,,
318,你收集到放属性冰之碎晶了吗？<hex:02100103>请交给我。,,,,我代表艾因哈特家感谢你的帮助！,,我们需要很多这种资源，<hex:02100103>如果你收集到了还请再来交给我！,
319,放属性冰之碎晶正如其名，<hex:02100103>可以不断放出属性之力，<hex:02100103>是云冠群岛的重要资源。,,,,,,,
