131,雷之牙,,雷之牙,对目标及其周围12米以内的敌人发动雷属性远程范围魔法攻击<hex:02100103>威力：2000<hex:02100103>追加效果：麻痹<hex:02100103>麻痹持续时间：30秒<hex:02100103>该道具的伤害受到其他斗兽装备、道具或能力类技能的魔法伤害提高的影响<hex:02100103>该道具仅可在战斗地图中使用,
132,土之牙,,土之牙,对目标及其周围12米以内的敌人发动土属性远程范围魔法攻击<hex:02100103>威力：2000<hex:02100103>追加效果：加重<hex:02100103>加重持续时间：60秒<hex:02100103>该道具的伤害受到其他斗兽装备、道具或能力类技能的魔法伤害提高的影响<hex:02100103>该道具仅可在战斗地图中使用,
133,风之牙,,风之牙,对目标及其周围12米以内的敌人发动风属性远程范围魔法攻击<hex:02100103>威力：2000<hex:02100103>追加效果：将目标击退15米<hex:02100103>该道具的伤害受到其他斗兽装备、道具或能力类技能的魔法伤害提高的影响<hex:02100103>该道具仅可在战斗地图中使用,
134,吸血鬼之牙,,吸血鬼之牙,对目标及其周围12米以内的敌人发动风属性远程范围魔法攻击<hex:02100103>威力：1500～3300<hex:02100103>自身的最大体力越多威力越大<hex:02100103>该道具仅可在战斗地图中使用,
135,魔兽吸血药,,魔兽吸血药,以自身或魔兽为目标，附加“吸血攻击”状态<hex:02100103>吸血攻击效果：恢复造成伤害10%的体力<hex:02100103>持续时间：60秒<hex:02100103>追加效果：持有“恶魔铠甲”时，持续时间将变为90秒<hex:02100103>该道具仅可在战斗地图中使用,
136,反射之书,,反射之书,以自身或魔兽为目标，附加“反射”状态<hex:02100103>反射效果：反射除特定攻击之外的所有魔法攻击<hex:02100103>持续时间：30秒<hex:02100103>追加效果：持有“魔咒帽子”时，持续时间将变为60秒<hex:02100103>该道具仅可在战斗地图中使用,
137,闪躲之书,,闪躲之书,以自身或魔兽为目标，附加5档“闪躲”状态<hex:02100103>闪躲效果：除特定攻击之外其他所有物理攻击均无效化，无效化时消耗1档闪躲<hex:02100103>持续时间：120秒<hex:02100103>追加效果：“盗贼的药”状态中时，再附加3档闪躲<hex:02100103>该道具仅可在战斗地图中使用,
138,时之沙,,时之沙,为自身附加“时之沙”状态<hex:02100103>时之沙效果：战斗中败北后，会回到战斗开始前<hex:02100103>持续时间：永久<hex:02100103>该道具仅可在战斗地图中使用,
139,星之沙,,星之沙,使用星体风暴，对目标及其周围18米以内的敌人造成火属性魔法伤害　威力：3000<hex:02100103>追加效果：增加自身技力<hex:02100103>技力增加量：每命中1名敌人增加50点<hex:02100103>追加效果：令目标的火属性耐性降低20%<hex:02100103>持续时间：60秒<hex:02100103>该道具的伤害受到其他斗兽装备、道具或能力类技能的魔法伤害提高的影响<hex:02100103>该道具仅可在战斗地图中使用,
140,魔兽恢复药套装,,魔兽恢复药套装,为自身附加“自动恢复药”状态<hex:02100103>自动恢复药效果：体力低于50%时自动恢复40%的体力，发动恢复效果后有50%的几率解除该状态，盗贼的药状态中解除几率变为10%<hex:02100103>持续时间：150秒<hex:02100103>追加效果：持有“盗贼上衣”时，持续时间将变为240秒<hex:02100103>该道具仅可在战斗地图中使用,
141,魔兽治愈套装,,魔兽治愈套装,为自身附加“自动治愈”状态<hex:02100103>自动治愈效果：可免疫一次目标所受到的部分异常状态效果<hex:02100103>持续时间：240秒<hex:02100103>该道具仅可在战斗地图中使用,
142,铸魔之书,,铸魔之书,为自身附加“铸魔”状态<hex:02100103>铸魔效果：所有攻击均附带魔法属性<hex:02100103>该效果也会附加到魔兽身上<hex:02100103>持续时间：180秒<hex:02100103>该道具仅可在战斗地图中使用,
143,钢刺之书,,钢刺之书,为自身附加“钢刺”状态<hex:02100103>钢刺效果：所有攻击均附带物理属性<hex:02100103>该效果也会附加到魔兽身上<hex:02100103>持续时间：180秒<hex:02100103>该道具仅可在战斗地图中使用,
144,1级完美食料,,1级完美食料,最大体力+15%<hex:02100103>造成伤害+5%<hex:02100103>特殊效果：斗兽奇弈结束时，魔兽获得的经验值增加25%<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复10%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 咒具纲 死尸纲,
145,2级完美食料,,2级完美食料,最大体力+30%<hex:02100103>造成伤害+10%<hex:02100103>特殊效果：斗兽奇弈结束时，魔兽获得的经验值增加50%<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复18%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 咒具纲 死尸纲,
146,奇肉,,奇肉,造成物理伤害+20%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
147,奇水,,奇水,以太爆发威力+35%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
148,奇蜂蜜,,奇蜂蜜,受到物理伤害-25%<hex:02100103>以太爆发威力+10%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
149,奇炸鱼饼,,奇炸鱼饼,暴击发动率+35%<hex:02100103>受到魔法伤害-30%<hex:02100103>最大体力+10%<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复7%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>咒具纲,
150,奇香蕉,,奇香蕉,以太爆发威力+10%<hex:02100103>特殊效果：暴击时为自身附加1档“造成物理伤害提高”状态<hex:02100103>造成物理伤害提高效果：发动物理攻击造成的伤害提高10%<hex:02100103>持续时间：30秒<hex:02100103>最大档数：5档<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
151,奇山莓,,奇山莓,暴击攻击力+60<hex:02100103>以太爆发威力+10%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
152,奇蛋,,奇蛋,加速+5%<hex:02100103>造成物理伤害+25%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 水栖纲 甲鳞纲,
153,奇黄壳蛋,,奇黄壳蛋,加速+15%<hex:02100103>造成伤害+5%<hex:02100103>最大体力+35%<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复20%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>草木纲,
154,奇番茄,,奇番茄,回避率+10%<hex:02100103>造成物理伤害+10%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 死尸纲,
155,奇牛奶,,奇牛奶,加速+5%<hex:02100103>最大体力+50%<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复26%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 水栖纲 甲鳞纲,
156,奇仙子莓奶酪,,奇仙子莓奶酪,加速+5%<hex:02100103>以太爆发威力+25%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 水栖纲 甲鳞纲,
157,奇牛肝菌,,奇牛肝菌,中毒耐性+100%<hex:02100103>受到伤害-10%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 咒具纲 死尸纲,
158,奇伞蘑,,奇伞蘑,麻痹耐性+100%<hex:02100103>受到伤害-10%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 咒具纲 死尸纲,
159,奇黑松露,,奇黑松露,失明耐性+100%<hex:02100103>受到伤害-10%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 咒具纲 死尸纲,
160,奇白松露,,奇白松露,石化耐性+100%<hex:02100103>受到伤害-10%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 咒具纲 死尸纲,
161,奇蘑菇,,奇蘑菇,睡眠耐性+100%<hex:02100103>受到伤害-10%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 咒具纲 死尸纲,
162,奇鳎,,奇鳎,造成物理伤害+20%<hex:02100103>特殊效果：技力累积量提高50%<hex:02100103>适于以下魔兽食用：<hex:02100103>有翼纲,
163,奇圣水,,奇圣水,最大体力+30%<hex:02100103>造成伤害+15%<hex:02100103>特殊效果：对敌人造成致命一击时，为自身附加1档“体力持续恢复”状态<hex:02100103>体力持续恢复效果：每隔一段时间恢复自身最大体力的3%<hex:02100103>体力持续恢复持续时间：6秒<hex:02100103>最大档数：8档<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复18%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>水栖纲,
164,奇鲜血,,奇鲜血,暴击发动率+50%<hex:02100103>造成伤害+35%<hex:02100103>特殊效果：每隔一段时间受到伤害<hex:02100103>适于以下魔兽食用：<hex:02100103>百虫纲,
165,奇高贵鲜血,,奇高贵鲜血,最大体力+20%<hex:02100103>暴击发动率+15%<hex:02100103>特殊效果：暴击时有5%的几率为自身附加1档“体力持续恢复”状态<hex:02100103>体力持续恢复效果：每隔一段时间恢复自身最大体力的3%<hex:02100103>体力持续恢复持续时间：6秒<hex:02100103>最大档数：8档<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复13%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>水栖纲,
166,奇百合,,奇百合,造成伤害+10%<hex:02100103>受到伤害-10%<hex:02100103>特殊效果：在帐篷休息时不会损失食料<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 咒具纲 死尸纲,
167,奇鲽鱼,,奇鲽鱼,造成物理伤害+10%<hex:02100103>特殊效果：魔兽发动战技触发兽心协作技时，有30%的几率恢复一部分消耗的技力<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 草木纲 水栖纲 甲鳞纲 死尸纲,
168,奇白蝎,,奇白蝎,特殊效果：被驯兽师召唤时，为自身附加“反射”状态<hex:02100103>反射效果：反射除特定攻击之外的所有魔法攻击<hex:02100103>持续时间：60秒<hex:02100103>适于以下魔兽食用：<hex:02100103>甲鳞纲,
169,奇黑蝎,,奇黑蝎,造成伤害+15%<hex:02100103>受到伤害-35%<hex:02100103>特殊效果：受到伤害时有3%的几率为自身附加“中毒”状态<hex:02100103>持续时间：30秒<hex:02100103>适于以下魔兽食用：<hex:02100103>甲鳞纲,
170,奇鲱鱼,,奇鲱鱼,以太爆发威力+25%<hex:02100103>特殊效果：魔兽发动战技触发兽心协作技时，有35%的几率恢复一部分消耗的技力<hex:02100103>适于以下魔兽食用：<hex:02100103>有翼纲,
171,奇神仙鱼,,奇神仙鱼,受到伤害-10%<hex:02100103>特殊效果：技力累积量提高30%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 草木纲 水栖纲 死尸纲,
172,奇葡萄,,奇葡萄,暴击发动率+35%<hex:02100103>造成物理伤害+15%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
173,奇香橙,,奇香橙,暴击发动率+25%<hex:02100103>以太爆发威力+20%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
174,奇沙蚕,,奇沙蚕,最大体力+30%<hex:02100103>特殊效果：受到伤害时为自身附加1档“受到魔法伤害减轻”状态<hex:02100103>受到魔法伤害减轻效果：受到的魔法伤害减轻5%<hex:02100103>受到魔法伤害减轻持续时间：60秒<hex:02100103>最大档数：8档<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复18%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>咒具纲,
175,奇激昂液,,奇激昂液,特殊效果：对敌人造成致命一击时，为自身附加1档“激昂”状态<hex:02100103>激昂效果：造成伤害+15%、受到伤害-8%<hex:02100103>激昂持续时间：60秒<hex:02100103>最大档数：4档<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 咒具纲 死尸纲,
176,奇胡萝卜,,奇胡萝卜,回避率+10%<hex:02100103>以太爆发威力+5%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 死尸纲,
177,奇洋葱,,奇洋葱,回避率+15%<hex:02100103>受到伤害-5%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 死尸纲,
178,奇莴苣,,奇莴苣,回避率+5%<hex:02100103>特殊效果：成功回避攻击时，为自身附加1档“激昂”状态<hex:02100103>激昂效果：造成伤害+15%、受到伤害-8%<hex:02100103>激昂持续时间：60秒<hex:02100103>最大档数：4档<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 死尸纲,
179,奇柠檬,,奇柠檬,以太爆发威力+10%<hex:02100103>特殊效果：暴击时为自身附加1档“闪躲”状态<hex:02100103>闪躲效果：除特定攻击之外其他所有物理攻击均无效化，无效化时消耗1档闪躲<hex:02100103>持续时间：120秒<hex:02100103>最大档数：5档<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
180,奇激昂油,,奇激昂油,加速+20%<hex:02100103>特殊效果：魔兽发动战技触发兽心协作技时，为自身附加1档“激昂”状态<hex:02100103>激昂效果：造成伤害+15%、受到伤害-8%<hex:02100103>激昂持续时间：60秒<hex:02100103>最大档数：4档<hex:02100103>适于以下魔兽食用：<hex:02100103>咒具纲,
181,奇粘液,,奇粘液,造成伤害+30%<hex:02100103>受到伤害-30%<hex:02100103>特殊效果：暴击时为自身附加“噩梦”状态<hex:02100103>持续时间：30秒<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
182,奇汁液,,奇汁液,受到物理伤害-40%<hex:02100103>以太爆发威力+20%<hex:02100103>适于以下魔兽食用：<hex:02100103>甲鳞纲,
183,奇盐,,奇盐,回避率+25%<hex:02100103>特殊效果：成功回避攻击时，有15%的几率为自身附加“石肤”状态<hex:02100103>石肤效果：抵消相当于最大体力12%的伤害量<hex:02100103>石肤持续时间：60秒<hex:02100103>适于以下魔兽食用：<hex:02100103>咒具纲,
184,奇糖浆,,奇糖浆,造成伤害+30%<hex:02100103>受到物理伤害-30%<hex:02100103>特殊效果：受到伤害时有3%的几率为自身附加“麻痹”状态<hex:02100103>持续时间：30秒<hex:02100103>适于以下魔兽食用：<hex:02100103>百虫纲,
185,奇奶油奶酪,,奇奶油奶酪,最大体力+50%<hex:02100103>受到伤害-20%<hex:02100103>特殊效果：受到伤害时有50%的几率为自身附加1档“加速”状态<hex:02100103>加速效果：自动攻击间隔、战技与魔法的咏唱及复唱时间缩短3%<hex:02100103>加速持续时间：60秒<hex:02100103>最大档数：5档<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复26%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>草木纲,
186,奇红壳蛋,,奇红壳蛋,加速+15%<hex:02100103>造成伤害+30%<hex:02100103>特殊效果：每隔一段时间受到伤害<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 水栖纲 甲鳞纲,
187,奇吐司,,奇吐司,受到魔法伤害-30%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
188,奇玉米面包,,奇玉米面包,受到魔法伤害-40%<hex:02100103>以太爆发威力+10%<hex:02100103>最大体力+15%<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复10%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>百虫纲,
189,奇风茄,,奇风茄,造成物理伤害+40%<hex:02100103>特殊效果：暴击时为自身附加“失明”状态<hex:02100103>持续时间：30秒<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 咒具纲 死尸纲,
190,奇狼蛛,,奇狼蛛,暴击发动率+25%<hex:02100103>特殊效果：暴击时为自身附加1档“伤害提高”状态<hex:02100103>伤害提高效果：造成伤害提高10%<hex:02100103>伤害提高持续时间：60秒<hex:02100103>最大档数：5档<hex:02100103>适于以下魔兽食用：<hex:02100103>咒具纲,
191,奇颠茄,,奇颠茄,受到伤害-30%<hex:02100103>最大体力+30%<hex:02100103>特殊效果：受到伤害时有3%的几率为自身附加“石化”状态<hex:02100103>持续时间：30秒<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复18%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 咒具纲 死尸纲,
192,奇肉排,,奇肉排,特殊效果：受到物理伤害时反击，对对方造成打击属性物理伤害，反击伤害受到其他食料或奇弈道具的物理伤害提高、魔兽力量的影响<hex:02100103>反击伤害威力：350<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 甲鳞纲 死尸纲,
193,奇鱼籽,,奇鱼籽,以太爆发威力+10%<hex:02100103>特殊效果：魔兽发动战技触发兽心协作技时，有30%的几率恢复一部分消耗的技力<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 草木纲 水栖纲 甲鳞纲 死尸纲,
194,奇花茶,,奇花茶,特殊效果：被驯兽师召唤时，为自身附加“石肤”状态<hex:02100103>石肤效果：抵消相当于最大体力24%的伤害量<hex:02100103>持续时间：60秒<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
195,奇蜂巢,,奇蜂巢,受到物理伤害-30%<hex:02100103>造成伤害+10%<hex:02100103>特殊效果：魔兽发动战技触发兽心协作技时，有30%的几率恢复一部分消耗的技力<hex:02100103>适于以下魔兽食用：<hex:02100103>咒具纲,
196,奇橙汁,,奇橙汁,造成魔法伤害+30%<hex:02100103>以太爆发威力+15%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
197,奇葡萄汁,,奇葡萄汁,造成物理伤害+30%<hex:02100103>以太爆发威力+50%<hex:02100103>最大体力-80%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
198,奇烤串,,奇烤串,减速+200%<hex:02100103>造成物理伤害+50%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
199,奇菠萝汁,,奇菠萝汁,减速+200%<hex:02100103>造成魔法伤害+50%<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲 死尸纲,
200,奇牡蛎,,奇牡蛎,特殊效果：在战斗中被驯兽师召唤时，或者开始战斗时，魔兽的技力增加100点<hex:02100103>适于以下魔兽食用：<hex:02100103>有翼纲,
201,奇蓝纹奶酪,,奇蓝纹奶酪,特殊效果：受到魔法伤害时反击，对对方造成无属性魔法伤害，反击伤害受到其他食料或奇弈道具的魔法伤害提高、魔兽智力的影响<hex:02100103>反击伤害威力：350<hex:02100103>适于以下魔兽食用：<hex:02100103>草木纲 水栖纲,
202,奇农家奶酪,,奇农家奶酪,最大体力+30%<hex:02100103>加速+15%<hex:02100103>特殊效果：魔兽发动战技触发兽心协作技时，有30%的几率恢复一部分消耗的技力<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复18%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>百虫纲,
203,奇酸奶昔,,奇酸奶昔,最大体力+30%<hex:02100103>特殊效果：在帐篷休息时可以使体力完全恢复<hex:02100103>特殊效果：将此食料喂给魔兽后，可以恢复18%的体力<hex:02100103>适于以下魔兽食用：<hex:02100103>百兽纲 百虫纲 有翼纲 草木纲 水栖纲 甲鳞纲,
204,,,,,
205,,,,,
